,country,currency,estimateCurrency,exchange,finnhubIndustry,ipo,logo,marketCapitalization,name,phone,shareOutstanding,ticker,weburl
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1984-07-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959048226.png,652.2683278875,REX American Resources Corp,19372763931,17.57,REX,https://www.rexamerican.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2019-10-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950711686996.png,12.66332357661291,Aprea Therapeutics Inc,16174639385,5.43,APRE,https://www.aprea.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Aerospace & Defense,2000-08-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959004546.png,116.67634000000001,Innovative Solutions and Support Inc,16106469800,17.55,ISSC,https://innovative-ss.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,1996-05-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FCN.png,6091.0114414144,FTI Consulting Inc,12023129100,35.92,FCN,https://www.fticonsulting.com/
0,US,USD,USD,OTC MARKETS,N/A,2001-06-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950549377456.png,1.200672,Mentor Capital Inc,17607884700,21.83,MNTR,https://www.mentorcapital.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1992-12-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GTLS.png,6837.295641951093,Chart Industries Inc,17707218800,45.69,GTLS,https://www.chartindustries.com/
0,IL,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2021-02-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950797085196.png,11.19143888429752,Silexion Therapeutics Corp,97286286005,4.0,SLXN,https://www.moringaac.com/
0,US,USD,USD,OTC MARKETS,Professional Services,2013-05-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950741853936.png,9.868982,Pineapple Inc,18773107675,73.1,PNPL,https://pineappleinc.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Chemicals,2021-06-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950810778276.png,119.69113648066235,Origin Materials Inc,19162319329,146.25,ORGN,https://www.originmaterials.com/
0,BM,USD,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,2014-12-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JRVR.png,185.77238139506173,James River Group Holdings Ltd,14412951422,45.64,JRVR,https://jrvrgroup.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Communications,1986-08-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CLFD.png,405.00986920255286,Clearfield Inc,17634766866,14.13,CLFD,https://www.seeclearfield.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",N/A,1988-09-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959011526.png,188.24,Franklin Universal Trust,16503122000,25.13,FT,
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,1999-12-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959126596.png,38.79638063888889,Usio Inc,12102494100,27.13,USIO,https://usio.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,1993-10-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959154816.png,482.62,York Water Co,17178453601,14.39,YORW,https://www.yorkwater.com
0,US,USD,USD,OTC MARKETS,Utilities,1993-10-27,,32.78,NSTAR Electric Co,16174242000,0.43,NSARO,
0,KY,USD,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2022-05-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950805214506.png,95.17067670058384,Investcorp AI Acquisition Corp,13459495122,7.94,IVCA,
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",N/A,2011-06-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950407054966.png,426.25,Duff & Phelps Utility and Infrastructure Fund Inc,18662707598,37.13,DPG,https://www.dpimc.com/investment-strategies/duff-phelps-utility-and-infrastructure-fund-inc
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace & Defense,1951-12-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NOC.png,70426.52600372702,Northrop Grumman Corp,17032802900,144.76,NOC,https://www.northropgrumman.com
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,1981-05-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SCL.png,1323.6922116165858,Stepan Co,18474467500,22.5,SCL,https://www.stepan.com/
0,US,USD,USD,OTC MARKETS,Technology,2021-10-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950317431276.png,3.8329846088435398,Rubicon Technologies Inc,15087409128.0,69.68,RBTC,https://www.rubicon.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools & Services,1986-04-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RGEN.png,8723.361235418774,Repligen Corp,17814499560,56.03,RGEN,https://www.repligen.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,2013-08-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950391059176.png,896.68298,Armada Hoffler Properties Inc,17573664000,101.32,AHH,https://armadahoffler.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2022-04-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950674868656.png,1885.492054,Belite Bio Inc,18582466240,32.1,BLTE,https://belitebio.com/
0,HK,HKD,HKD,NASDAQ NMS - GLOBAL MARKET,Technology,2023-10-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950867088256.png,343.4062524861879,Alpha Technology Group Ltd,85265428077,16.46,ATGL,https://techlution.io/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2020-06-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950409426436.png,9165.252324540572,Vaxcyte Inc,16508370111,128.76,PCVX,https://vaxcyte.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2013-10-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MGNX.png,142.47303712809918,MacroGenics Inc,13012515172,62.76,MGNX,https://www.macrogenics.com/
0,CA,CAD,CAD,TSX VENTURE EXCHANGE - NEX,N/A,2010-02-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942964357936.png,18.613651,Viva Gold Corp,17202911775,132.95,VAU.V,https://vivagoldcorp.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,2003-01-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942963413556.png,346.80672,CHS Inc,16513556000,12.27,CHSCP,https://www.chsinc.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2022-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950810563546.png,39.51554811754538,Goldenstone Acquisition Ltd,13303527788,3.44,GDST,
0,JP,JPY,JPY,TOKYO STOCK EXCHANGE-TOKYO PRO MARKET,"Hotels, Restaurants & Leisure",1996-12-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958772736.png,4983121.126465,Oriental Land Co Ltd,81473053017,1800.45,4661.T,https://www.olc.co.jp/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2014-06-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/AMPH.png,1372.7999364470338,Amphastar Pharmaceuticals Inc,19099809484,47.65,AMPH,https://amphastar.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",N/A,2019-07-26,https://static.finnhub.io/logo/19f5d791c558101b27743df0cfd3f5f9a0d99dc531061ec554114b16d29f1cef.png,294.12,RiverNorth Managed Duration Municipal Income Fund Inc,13124452251,19.74,RMM,https://www.rivernorth.com/rmm
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Logistics & Transportation,1997-10-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CHRW.png,12161.391872227374,CH Robinson Worldwide Inc,19529378500,118.71,CHRW,https://www.chrobinson.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1994-11-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959021506.png,355.67350558257533,West Bancorporation Inc,15152222309,16.83,WTBA,https://ir.westbankstrong.com/overview/corporate-profile/default.aspx
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Diversified Consumer Services,1995-11-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ATGE.png,3384.3906591703735,Adtalem Global Education Inc,16305157700,37.26,ATGE,https://www.adtalem.com/
0,US,USD,USD,NYSE MKT LLC,Semiconductors,1984-12-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959123016.png,25.934485550082098,Trio-Tech International,18187877000,4.25,TRT,https://triotech.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",1993-11-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CNTY.png,79.77477155555555,Century Casinos Inc,17195278300,30.68,CNTY,https://www.cnty.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2021-06-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950731095166.png,73.052519408,Aerovate Therapeutics Inc,16174432400,28.87,AVTE,https://www.aerovatetx.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1983-04-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959082006.png,590.2739388435807,TrustCo Bank Corp NY,15183773311,19.02,TRST,https://trustcobank.q4ir.com/corporate-overview/corporate-profile/default.aspx
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1995-10-31,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DVA.png,11761.60005132502,DaVita Inc,13105362668,80.0,DVA,https://www.davita.com/
0,CA,USD,USD,NYSE MKT LLC,Energy,2005-07-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GTE.png,166.88281064835166,Gran Tierra Energy Inc,14032653221,35.89,GTE,https://www.grantierra.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,1964-01-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/COHU.png,802.4783189294836,Cohu Inc,18588488100,46.71,COHU,https://www.cohu.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools & Services,1996-02-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959069676.png,228.81656401951216,Lifecore Biomedical Inc,19523684300,37.03,LFCR,https://www.lifecore.com/
0,US,USD,USD,OTC MARKETS,Machinery,2002-01-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950833987206.png,2.47765143043478,Quality Industrial Corp,18007060806,126.64,QIND,https://qualityindustrialcorp.com/
0,GB,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,2018-10-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950675048516.png,3015.5431416380948,Clarivate PLC,442074334000,691.64,CLVT,https://clarivate.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FL.png,1770.6261909854259,Foot Locker Inc,12127203700,94.89,FL,https://www.footlocker-inc.com/
0,BR,BRL,BRL,B3 S.A.,Retail,1995-04-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PCAR3.SA.png,1191.007268,Companhia Brasileira de Distribuicao SA,551138860024,490.29,PCAR3.SA,https://www.gpari.com.br/
0,AR,USD,USD,TSX VENTURE EXCHANGE - NEX,Metals & Mining,2008-08-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942977118046.png,20.927319,Patagonia Gold Corp,541152786950,465.05,PGDC.V,https://patagoniagold.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,2013-03-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950370622376.png,1189.1011477142063,NV5 Global Inc,19544952112,65.23,NVEE,https://www.nv5.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,2008-05-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942980150506.png,9282.802071,AGNC Investment Corp,13019689300,900.42,AGNC,https://agnc.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1999-02-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EWBC.png,12332.21961174723,East West Bancorp Inc,16267686000,138.44,EWBC,https://investor.eastwestbank.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,1996-12-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CRK.png,5263.754568067377,Comstock Resources Inc,19726688800,292.92,CRK,https://www.comstockresources.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Communications,2018-02-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ONDS.png,83.6248943903803,Ondas Holdings Inc,16314187044,104.26,ONDS,https://www.ondas.com/
0,US,USD,USD,NYSE MKT LLC,Technology,1993-10-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/INUV.png,54.262284805467935,Inuvo Inc,15012058508,142.8,INUV,https://inuvo.com/
0,CA,USD,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,2021-07-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950679451866.png,2.70348781176471,AgriFORCE Growing Systems Ltd,18662263514,1.55,AGRI,https://agriforcegs.com/
0,CA,CAD,CAD,TSX VENTURE EXCHANGE - NEX,Metals & Mining,1981-05-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942965834356.png,66.523959,Southern Silver Exploration Corp,16046849384,309.41,SSV.V,https://www.southernsilverexploration.com/
0,AU,AUD,AUD,ASX - ALL MARKETS,Media,2005-04-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958574666.png,8625.898014,Seek Ltd,61300658700,356.82,SEK.AX,https://www.seek.com.au/
0,US,USD,USD,OTC MARKETS,N/A,2006-01-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942966784506.png,1.620325,Music Licensing Inc,18332277683,5000.01,SONG,https://promusicrights.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959051706.png,14642.716314,UDR Inc,17202836120,331.13,UDR,https://www.udr.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,1949-11-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DTE.png,27289.675966731425,DTE Energy Co,13132354000,207.24,DTE,https://ir.dteenergy.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2021-01-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950836372156.png,84.33225401852422,Scilex Holding Co,16505164310,243.31,SCLX,https://www.scilexholding.com/
0,US,USD,USD,OTC MARKETS,N/A,2019-05-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950590382296.png,2790.51,Grayscale Ethereum Trust ETF,12126681427,151.99,ETHE,https://grayscale.co/ethereum-trust/
0,HK,USD,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,2024-04-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950868864206.png,5.2954,Top Wealth Group Holding Ltd,85236158567,29.0,TWG,https://www.imperialcristalcaviar.com/
0,US,USD,USD,OTC MARKETS,N/A,2013-09-10,https://static.finnhub.io/logo/93247f84fbcb1163639372d9e230ace9d01bf4b29bc5c9078d69e3d2fb1cc9f3.png,226.790072,Wewards Inc,17029445599,107.48,WEWA,https://wewards.io/
0,US,USD,USD,NYSE MKT LLC,Energy,1993-10-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959122926.png,608.1709841646149,Riley Exploration Permian Inc,14054158699,21.51,REPX,https://www.rileypermian.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",N/A,1992-02-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959013446.png,120.57,Flaherty & Crumrine Preferred and Income Opportunity Fund Inc,16267957300,13.08,PFO,http://www.preferredincome.com/pfo.htm
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1986-12-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959051856.png,568.706213,Universal Health Realty Income Trust,16102650688,13.85,UHT,https://www.uhrit.com/
0,CN,USD,USD,NASDAQ NMS - GLOBAL MARKET,Diversified Consumer Services,2024-12-13,,161.855700365408,NetClass Technology Inc,862161806588,17.83,NTCL,http://www.netclass.cn/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,2006-10-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/OC.png,12367.455477538739,Owens Corning,14192488000,85.54,OC,https://www.owenscorning.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,2022-09-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950865398466.png,5.98708591463415,NXU Inc.,16023095425,16.9,NXU,https://nxuenergy.com/
0,KY,USD,USD,OTC MARKETS,N/A,2006-09-14,,0.12,Chineseworldnet.Com Inc,3459494900,10.95,CWNOF,http://www.cwnof.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,1968-10-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JEF.png,11595.82986818182,Jefferies Financial Group Inc,12124601900,206.15,JEF,https://www.jefferies.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,1986-09-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FNB.png,4946.1167714985495,FNB Corp,18005555455,359.72,FNB,https://www.fnb-online.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2021-01-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950731515146.png,1013.4656358265564,Trinity Capital Inc,14803745350,62.83,TRIN,https://trinitycap.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2004-07-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BLKB.png,3236.314956909513,Blackbaud Inc,18432166200,49.24,BLKB,https://www.blackbaud.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Energy,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959146046.png,323.47393971943234,Primeenergy Resources Corp,12033585700,1.72,PNRG,http://www.primeenergy.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2014-10-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BSIG.png,908.8019272947021,Brightsphere Investment Group Inc,16173697300,37.49,AAMI,https://www.bsig.com/home/default.aspx
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2020-10-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950509138166.png,14.588077887590432,Spruce Biosciences Inc,14156554168,41.3,SPRB,https://sprucebio.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1963-09-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BDX.png,65909.06013567906,Becton Dickinson and Co,12018476800,287.14,BDX,https://www.bd.com/
0,DE,EUR,EUR,XETRA,Chemicals,1985-01-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950401862586.png,5809.85005,Fuchs Se,4962138020,131.0,FPE3.DE,https://www.fuchs.com
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,2020-11-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950779345556.png,4579.406662133789,IONQ Inc,13012987997,222.84,IONQ,https://ionq.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,2019-05-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CTVA.png,41517.273609854754,Corteva Inc,18332678382,685.56,CTVA,https://www.corteva.com
0,US,USD,USD,NYSE MKT LLC,Real Estate,1993-03-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959130446.png,5.54248934579439,New Concept Energy Inc,19724078400,5.13,GBR,http://www.newconceptenergy.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2024-01-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950434669776.png,6.52690442,Autonomix Medical Inc,18322777816,2.46,AMIX,https://autonomix.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2014-06-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950348479716.png,1298.870189324937,Viridian Therapeutics Inc,16172724600,81.48,VRDN,https://www.viridiantherapeutics.com/
0,MY,USD,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2021-12-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950811841296.png,39.340178279620865,Kairous Acquisition Corp Ltd,60377339340,3.16,KACLF,
0,US,USD,USD,OTC MARKETS,N/A,2013-10-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950362003756.png,229.67,Sustainable Projects Group Inc,12393164593,306.22,SPGX,https://www.spgroupe.com/
0,US,USD,USD,OTC MARKETS,Biotechnology,2001-07-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942970423436.png,0.84,Biostax Corp,18886138802,83.74,BTAX,https://www.biostaxcorp.com/
0,US,USD,USD,OTC MARKETS,Communications,2005-11-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942974005626.png,2.86450833333333,Cleartronic Inc,15619393300,229.16,CLRI,https://www.cleartronic.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,1985-03-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959051166.png,247.68921173135928,Transcontinental Realty Investors Inc,14695224200,8.64,TCI,http://www.transconrealty-invest.com/
0,US,USD,USD,OTC MARKETS,Commercial Services & Supplies,2000-11-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958995226.png,39.125705422222225,Seafarer Exploration Corp,18134483577,8852.07,SFRX,https://seafarerexplorationcorp.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,2020-09-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/AVO.png,850.0181146404111,Mission Produce Inc,18059813650,71.07,AVO,https://missionproduce.com/
0,US,USD,USD,NYSE MKT LLC,Retail,1992-03-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959061316.png,154.15537666333333,Envela Corp,19725874049,26.0,ELA,https://envela.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,1981-10-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959065276.png,88.90756887043419,Fonar Corp,16316942929,6.33,FONR,http://www.fonar.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,2014-03-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950400543486.png,2979.719111,OUTFRONT Media Inc,12122976400,167.02,OUT,https://www.outfrontmedia.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,1995-08-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959139976.png,977.527659128495,Kforce Inc,18135525000,19.11,KFRC,https://www.kforce.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,1992-12-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/UVE.png,592.540905006954,Universal Insurance Holdings Inc,19549581200,28.1,UVE,https://universalinsuranceholdings.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,1981-05-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/THC.png,12126.976806301976,Tenet Healthcare Corp,14698932200,95.12,THC,https://www.tenethealth.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,2021-02-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942964049146.png,239.07544400000003,ON24 Inc,14153698000,41.65,ONTF,https://www.on24.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,2001-08-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/OVV.png,10035.508487657276,Ovintiv Inc,13036232300,260.32,OVV,https://www.ovintiv.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Biotechnology,2006-11-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EBS.png,313.52466290239727,Emergent BioSolutions Inc,12406313200,54.34,EBS,https://emergentbiosolutions.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2021-11-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950814670726.png,75.67480332692308,Roadzen Inc,16504143530,74.19,RDZN,https://www.vahannatech.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2018-03-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BTAI.png,11.08794694160584,BioXcel Therapeutics Inc,12036438060,3.39,BTAI,https://www.bioxceltherapeutics.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure",2006-07-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959161996.png,3576.2543138672654,Travel + Leisure Co,14076265200,66.7,TNL,https://www.travelandleisureco.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services & Supplies,2016-02-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950464567506.png,0.98707165572943,American Rebel Holdings Inc,18332673235,2.7,AREB,https://americanrebel.com/
0,MO,USD,USD,OTC MARKETS,"Hotels, Restaurants & Leisure",2011-11-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950350839976.png,36.37,Reska Biotech Inc,85382942333,356.19,GWIN,http://www.tophonestygroup.com/
0,GB,USD,USD,LONDON STOCK EXCHANGE,"Hotels, Restaurants & Leisure",2000-10-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CCL.L.png,21062.138155,Carnival PLC,442380655000,1309.01,CCL.L,http://www.carnivalcorp.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Communications,1996-04-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959069116.png,107.1132468566108,KVH Industries Inc,14018473327,19.8,KVHI,https://www.kvh.com/
0,HK,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2018-05-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CLPS.png,35.26020912824208,CLPS Inc,85237073600,27.84,CLPS,https://www.clpsglobal.com/
